formula,numberOfSpecies,fracActinoid,fracAlkali,fracAlkaline,fracChalcogen,fracHalogen,fracLanthanoid,fracMetalloid,fracNobleGas,fracRareEarth,fracTransitionMetal,electronsPerAtom,electronegativityRange,electronegativityStd,radiiRange,radiiStd,rowRange,rowStd,ordered,crystalSystem,pointGroup,spaceGroupNumber,volumePerSite,density,c_a
As4 Fe4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.5,0.35,0.175,0.25,0.125,0.0,0.0,True,orthorhombic,mmm,62,13.4143,8.0937,0.5527
Gd4 Pt4,2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,2.5,1.08,0.54,0.45,0.225,2.0,1.0,True,orthorhombic,mmm,62,23.0016,12.7179,0.6274
Cr2 O8 Y2,3,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.3333,-0.3333,2.22,0.9513,1.2,0.4853,3.0,1.2134,True,tetragonal,4/mmm,141,13.728,4.1308,1.0
I4 O12,2,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,-1.75,0.78,0.3377,0.8,0.3464,3.0,1.299,True,triclinic,-1,2,14.9517,4.8562,0.7723
Ho6 O12 W1,3,0.0,0.0,0.0,0.6316,0.0,0.3158,0.0,0.0,0.3158,0.0526,-0.1053,2.21,1.0169,1.15,0.534,6.0,2.789,True,trigonal,-3,148,13.6455,8.7452,1.0
O49 W18,2,0.0,0.0,0.0,0.7313,0.0,0.0,0.0,0.0,0.0,0.2687,-0.3881,1.08,0.4787,0.75,0.3324,4.0,1.773,True,monoclinic,2/m,10,14.0789,7.2054,0.2111
Ge2 Sc2 Tb2,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.3333,0.6667,2.01,0.8375,0.5,0.2095,4.0,1.8856,True,tetragonal,4/mmm,139,23.523,6.5067,0.5084
Al4 Th2,2,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,3.3333,0.31,0.1461,0.55,0.2593,6.0,2.8284,True,cubic,m-3m,227,21.8019,7.2611,1.0
Cs2 F5 O1 Rb1 Zr1,5,0.0,0.3,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.1,0.0,3.19,1.4645,2.1,0.9039,4.0,1.7436,True,tetragonal,4mm,107,22.5063,4.0837,1.0
Eu1 Hg2,2,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.6667,1.3333,2.0,0.9428,0.35,0.165,2.0,0.9428,True,hexagonal,6/mmm,191,28.18,10.8649,1.3733
Br20 Eu10,2,0.0,0.0,0.0,0.0,0.6667,0.3333,0.0,0.0,0.3333,0.0,0.0,2.96,1.3954,0.7,0.33,4.0,1.8856,True,tetragonal,4/m,85,32.4147,5.3238,0.6197
Cl40 Mo8,2,0.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0.1667,-0.1667,1.0,0.3727,0.45,0.1677,2.0,0.7454,True,monoclinic,2/m,14,30.6243,2.469,0.7503
Bi6 Te6,2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.08,0.04,0.2,0.1,1.0,0.5,True,trigonal,-3m,164,36.1652,7.7271,0.1795
B2 Ir3 U1,3,0.1667,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.1667,0.5,3.5,0.82,0.2907,0.9,0.3162,7.0,2.4777,True,hexagonal,6/mmm,191,13.6251,16.9871,1.7344
Cl120 Ta48,2,0.0,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,0.0,0.2857,0.7143,1.66,0.7499,0.45,0.2033,3.0,1.3553,True,cubic,m-3m,230,26.6318,4.8025,1.0
Al2 Y2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.39,0.195,0.55,0.275,2.0,1.0,True,orthorhombic,mmm,63,24.7329,3.8903,0.6302
O16 Se4 Si4 Sm8,4,0.0,0.0,0.0,0.625,0.0,0.25,0.125,0.0,0.25,0.0,-1.0,2.27,0.9616,1.25,0.5126,6.0,2.4717,True,orthorhombic,mmm,57,15.222,6.433,0.5607
La2 Mn2 Si2,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.6667,0.3333,0.8,0.3274,0.85,0.352,5.0,2.1602,True,tetragonal,4/mmm,129,20.7329,5.9249,0.5216
Au2 Nb1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6667,0.94,0.4431,0.1,0.0471,1.0,0.4714,True,hexagonal,6/mmm,191,17.7482,15.1831,1.6982
B4 Ba2 S8,3,0.0,0.0,0.1429,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,1.69,0.5786,1.3,0.425,4.0,1.2454,True,monoclinic,m,9,22.2603,3.0607,0.6982
Cu2 Ho1 Si2,3,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.4,-0.2,0.67,0.268,0.65,0.2379,5.0,1.8547,True,tetragonal,4/mmm,139,15.6305,7.3982,0.6902
Al1 Ni3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.25,0.3,0.1299,0.1,0.0433,1.0,0.433,True,cubic,m-3m,221,11.2679,7.4813,0.9999
Co2 Mn1 Si1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.5,0.35,0.146,0.3,0.1173,1.0,0.433,True,cubic,m-3m,225,11.1706,7.4657,1.0
As2 F12 I6,3,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,-1.2,1.8,0.7176,0.9,0.416,3.0,1.3748,True,triclinic,-1,2,25.8907,3.6534,0.5721
Al1 Co2 Mn1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.25,0.33,0.1515,0.15,0.0545,1.0,0.433,True,cubic,m-3m,225,11.5795,7.1625,1.0
Gd1 In1,2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,3.0,0.58,0.29,0.25,0.125,3.0,1.5,True,tetragonal,4/mmm,123,27.2205,8.2985,0.9282
Au8 Nd16 O36,3,0.0,0.0,0.0,0.6,0.0,0.2667,0.0,0.0,0.2667,0.1333,0.0,2.3,0.9904,1.25,0.5513,6.0,2.68,True,orthorhombic,mmm,60,15.0811,8.1839,0.515
O32 Pb8 Si8 Zn8,4,0.0,0.0,0.0,0.5714,0.0,0.0,0.1429,0.0,0.0,0.1429,-1.1429,1.79,0.7551,1.2,0.4464,4.0,1.4142,True,orthorhombic,mm2,33,14.84,5.8297,0.2666
Nb5 Sb4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.4444,0.0,0.0,0.5556,1.4444,0.45,0.2236,0.0,0.0,0.0,0.0,True,tetragonal,4/m,87,21.6297,8.1171,0.4728
Ni4 Np2,2,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.6667,3.0,0.55,0.2593,0.4,0.1886,5.0,2.357,True,cubic,m-3m,227,13.8081,14.206,1.0
Cd2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,hexagonal,6/mmm,194,23.2778,8.0189,0.5062
F8 Mg2 Sm2,3,0.0,0.0,0.1667,0.0,0.6667,0.1667,0.0,0.0,0.1667,0.0,0.1667,2.81,1.2923,1.35,0.563,6.0,2.1922,True,orthorhombic,mmm,63,14.4779,4.7915,0.4752
Cs4 F4 O8 S4,4,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,-1.2,3.19,1.1216,2.1,0.7889,4.0,1.5492,True,orthorhombic,mmm,62,22.7623,3.151,0.832
Br6 Cs2 Ti2,3,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.4,2.17,0.9108,1.45,0.5634,2.0,0.8,True,hexagonal,6/mmm,194,33.9397,4.1145,1.2748
Au2 Br8 Rb2,3,0.0,0.1667,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.1667,0.0,2.14,0.7814,1.2,0.4384,2.0,0.7638,True,monoclinic,2/m,14,37.3684,4.4589,0.6801
Cu2 Eu2 S6 Tm2,4,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.1667,0.1667,2.58,0.9466,0.85,0.3591,5.0,2.2669,True,orthorhombic,mmm,63,20.8846,6.3693,0.3854
As6 Br2 Cd4,3,0.0,0.0,0.0,0.0,0.1667,0.0,0.5,0.0,0.0,0.3333,-1.0,1.27,0.4246,0.4,0.1886,1.0,0.4714,True,monoclinic,2/m,15,27.2717,5.3733,0.7838
Cu2 Nd4 Rb2 S8,4,0.0,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.125,0.125,1.76,0.7219,1.35,0.4931,5.0,2.0578,True,orthorhombic,mmm,63,25.5361,4.5987,0.2909
C1 Cl1 La2,3,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.5,0.5,0.25,2.06,0.9036,1.25,0.5601,6.0,2.7726,True,trigonal,-3m,166,23.7478,5.6861,1.0
Cu2 Li4 O24 P8,4,0.0,0.1053,0.0,0.6316,0.0,0.0,0.0,0.0,0.0,0.0526,-1.6842,2.46,0.8526,0.85,0.3064,2.0,0.5669,True,monoclinic,2/m,15,12.4567,2.7595,1.0991
Ag16 Se12 Sn2,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5333,-0.5333,0.62,0.3022,0.45,0.2154,1.0,0.4899,True,orthorhombic,mm2,31,24.153,6.6707,0.7079
Eu2 P2 Sn2,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,-1.6667,2.19,0.9827,0.85,0.3472,5.0,2.0548,True,tetragonal,4/mmm,129,26.5423,6.2906,0.4888
C2 In2 Ti4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.75,1.01,0.4144,0.85,0.3305,3.0,1.0897,True,hexagonal,6/mmm,194,15.2384,6.0632,0.2213
Ba2 Hg4,2,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,1.3333,1.11,0.5233,0.65,0.3064,0.0,0.0,True,orthorhombic,mmm,74,33.8911,8.7949,0.7845
La1 Pt2 Si2,3,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.6,-0.2,1.18,0.4309,0.85,0.3108,5.0,1.9391,True,tetragonal,4/mmm,139,18.5516,10.4769,0.7375
Ag4 O6,2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,-0.8,1.51,0.7397,1.0,0.4899,3.0,1.4697,True,cubic,m-3m,224,13.3167,6.5773,1.0
As2 O1 Yb4,3,0.0,0.0,0.0,0.1429,0.0,0.5714,0.2857,0.0,0.5714,0.0,0.5714,3.44,1.3441,1.15,0.4232,6.0,2.3905,True,tetragonal,4/mmm,139,22.2971,9.1283,0.5444
Li2 Ru2 Sn8,3,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,-2.0,1.22,0.393,0.15,0.0559,3.0,1.118,True,tetragonal,4/mmm,140,21.2634,7.5862,0.9093
Ce1 F1 O1,3,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.0,2.86,1.2407,1.35,0.6142,6.0,2.8284,True,cubic,-43m,216,15.1756,6.3871,1.0
Ca2 Ir2 O6,3,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,2.44,0.978,1.2,0.4984,4.0,1.6,True,orthorhombic,mmm,63,11.6988,7.957,0.4362
Al4 Au4 Eu2,3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,2.8,2.54,0.9284,0.6,0.2245,5.0,1.9391,True,tetragonal,4/mmm,129,21.1079,9.4381,0.4212
Be4 H16 N4 O16 P4,5,0.0,0.0,0.0909,0.3636,0.0,0.0,0.0,0.0,0.0,0.0,-1.4545,1.87,0.6628,0.8,0.2751,2.0,0.6166,True,orthorhombic,mm2,33,8.6482,2.13,0.568
Cr1 N2 W1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,1.38,0.5714,0.75,0.3629,4.0,1.6583,True,trigonal,3m,160,9.4179,11.6303,1.0
H32 Mn4 O32 S4,4,0.0,0.0,0.0,0.4444,0.0,0.0,0.0,0.0,0.0,0.0556,-1.3333,1.89,0.6538,1.15,0.3016,3.0,0.8032,True,monoclinic,2/m,14,9.4914,2.1681,0.438
B2 W1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.3333,3.3333,0.32,0.1508,0.5,0.2357,4.0,1.8856,True,hexagonal,6/mmm,191,8.9184,12.7518,0.8937
S8 Sb4 Tl4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-1.5,0.96,0.4023,0.9,0.3731,3.0,1.299,True,triclinic,-1,2,29.0874,5.57,0.5282
N2 P1 U2,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,1.66,0.7424,1.1,0.4984,7.0,3.2863,True,trigonal,-3m,164,16.3276,10.8829,0.5808
Ge2 Li4 O8 Rb4,4,0.0,0.4444,0.0,0.4444,0.0,0.0,0.1111,0.0,0.0,0.0,-0.8889,2.62,1.1996,1.75,0.6823,3.0,1.2862,True,triclinic,-1,2,15.7713,3.7606,0.6327
As6 Ca10,2,0.0,0.0,0.625,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.125,1.18,0.5713,0.65,0.3147,0.0,0.0,True,hexagonal,6/mmm,193,26.7906,3.294,1.2535
Pr2 Rb2 Te8,3,0.0,0.1667,0.0,0.6667,0.0,0.1667,0.6667,0.0,0.1667,0.0,-0.6667,1.28,0.5378,0.95,0.3602,3.0,1.118,True,tetragonal,4/mmm,125,38.0918,5.3531,0.7476
Ge2 Rh2 Sr1,3,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,1.33,0.493,0.75,0.2835,1.0,0.4899,True,tetragonal,4/mmm,139,19.6014,7.4331,0.6786
Fe2 O12 Sr4 Ta2,4,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.2,-0.1,2.49,1.0714,1.4,0.5747,4.0,1.5362,True,monoclinic,2/m,14,12.8831,6.5481,0.7094
La6 Ni4 O14,3,0.0,0.0,0.0,0.5833,0.0,0.25,0.0,0.0,0.25,0.4167,-0.0833,2.34,1.0264,1.35,0.5792,6.0,2.5111,True,orthorhombic,mmm,63,12.947,6.9056,0.5179
Au3 In3 La3,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.6667,3.0,1.44,0.5882,0.6,0.2494,3.0,1.2472,True,hexagonal,-6m2,189,25.9561,9.6109,1.8294
Na2 O4 U1,3,0.1429,0.2857,0.0,0.5714,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,2.51,1.1761,1.2,0.5858,7.0,2.3733,True,tetragonal,4/mmm,139,16.0649,5.1388,0.6503
Ho4 Mg8,2,0.0,0.0,0.6667,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,2.3333,0.08,0.0377,0.25,0.1179,5.0,2.357,True,hexagonal,6/mmm,194,25.7132,4.5967,0.6176
Ba6 O10 Si2,3,0.0,0.0,0.3333,0.5556,0.0,0.0,0.1111,0.0,0.0,0.0,-0.8889,2.55,1.1783,1.55,0.7079,4.0,1.8325,True,tetragonal,4/mmm,140,17.3654,5.5256,0.9579
C1 Ga1 Mn3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.3873,0.7,0.2728,2.0,0.8,True,cubic,m-3m,221,19.7564,4.1445,1.0
Cu2 O7 P2,3,0.0,0.0,0.0,0.6364,0.0,0.0,0.0,0.0,0.0,0.1818,-1.4545,1.54,0.6767,0.75,0.296,2.0,0.782,True,monoclinic,2/m,12,11.5814,3.9239,0.858
Co4 O12 Te4,3,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.2,-1.2,1.56,0.7138,0.8,0.38,3.0,1.2649,True,orthorhombic,mmm,62,12.3594,6.302,0.712
Mg1 Tm1,2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2.5,0.06,0.03,0.25,0.125,5.0,2.5,True,cubic,m-3m,221,26.3799,6.0819,1.0
F12 K2 Rb4 Sc2,4,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,3.16,1.4893,1.85,0.8198,3.0,1.2649,True,monoclinic,2/m,14,19.201,3.191,0.7123
Cs8 F48 Na8 Sn8,4,0.0,0.2222,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,-0.8889,3.19,1.3324,2.1,0.7379,4.0,1.4487,True,orthorhombic,mmm,60,18.4143,3.8936,0.6261
Fe4 Li4 O28 P8,4,0.0,0.0909,0.0,0.6364,0.0,0.0,0.0,0.0,0.0,0.0909,-1.5455,2.46,0.8445,0.85,0.3215,2.0,0.6428,True,monoclinic,2/m,11,11.3657,3.1442,1.3709
Cu1 Ge4 O12 Yb2,4,0.0,0.0,0.0,0.6316,0.0,0.1053,0.2105,0.0,0.1053,0.0526,-1.6842,3.44,1.1167,1.15,0.4115,6.0,1.8712,True,triclinic,-1,2,13.4146,5.8126,0.6095
Mn2 S2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.03,0.515,0.4,0.2,1.0,0.5,True,hexagonal,6mm,186,21.2996,3.3914,0.6276
Li2 O10 P2 V2,4,0.0,0.125,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.125,-0.875,2.46,0.9408,0.85,0.3437,2.0,0.696,True,orthorhombic,mm2,39,11.5084,3.0455,1.3989
Na2 O1 Sb2 Ti2,4,0.0,0.2857,0.0,0.1429,0.0,0.0,0.2857,0.0,0.0,0.2857,0.2857,2.51,0.7984,1.2,0.371,3.0,1.0302,True,tetragonal,4/mmm,139,20.683,4.6019,0.4669
Eu2 In4 Rh2,3,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,2.75,2.28,0.8673,0.5,0.1785,3.0,1.299,True,orthorhombic,mmm,63,23.5812,8.5295,0.5268
Ir4 U2,2,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.6667,4.0,0.82,0.3866,0.4,0.1886,3.0,1.4142,True,cubic,m-3m,227,17.8111,19.3442,1.0
B4 Rb4 S12,3,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.4,1.76,0.6828,1.5,0.558,3.0,0.9798,True,monoclinic,2/m,14,24.9881,2.5581,0.4856
K3 O4 V1,3,0.0,0.375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0,2.62,1.2339,1.6,0.741,2.0,1.0,True,tetragonal,-42m,121,20.6415,2.3353,1.0
O24 Pr6 Sb10,3,0.0,0.0,0.0,0.6,0.0,0.15,0.25,0.0,0.15,0.0,-1.5,2.31,0.8954,1.25,0.505,6.0,2.2198,True,cubic,-43m,217,17.5948,5.7736,1.0
Ga4 H6 O18 P6,4,0.0,0.0,0.0,0.5294,0.0,0.0,0.0,0.0,0.0,0.0,-1.4118,1.63,0.6792,1.05,0.3149,3.0,0.8765,True,hexagonal,6/m,176,12.1952,3.0387,1.0955
Ge1 Sb4 Te7,3,0.0,0.0,0.0,0.5833,0.0,0.0,1.0,0.0,0.0,0.0,-2.5,0.09,0.0304,0.2,0.0519,1.0,0.2764,True,trigonal,-3m,164,32.7956,6.1303,0.1779
Cr4 Li6 O24 P6,4,0.0,0.15,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,-1.2,2.46,0.9589,0.85,0.3533,2.0,0.6538,True,trigonal,-3,148,11.5132,2.9547,1.0
Ce4 S8 Sm2,3,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.4286,0.0,0.1429,1.46,0.7144,0.85,0.4206,5.0,2.4744,True,tetragonal,-42m,122,22.2174,5.967,1.0
B16 Cr4 Th4,3,0.1667,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.1667,0.1667,3.1667,0.74,0.2837,0.95,0.3719,7.0,2.5658,True,orthorhombic,mmm,55,10.6781,8.4825,0.311
Ge2 Pd2 Th1,3,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.9,0.333,0.55,0.2015,5.0,1.8547,True,tetragonal,4/mmm,139,19.2763,10.1677,0.722
B2 Mn1 O6 Sn1,4,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.1,-0.8,1.89,0.7665,0.85,0.3202,3.0,1.0247,True,trigonal,-3,148,10.5105,4.6017,1.0
F6 Np2,2,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.5,2.62,1.1345,1.25,0.5413,7.0,3.0311,True,hexagonal,6/mmm,194,13.5869,8.9828,0.5701
Na4 O14 P4 Pd2,4,0.0,0.1667,0.0,0.5833,0.0,0.0,0.0,0.0,0.0,0.0833,-1.3333,2.51,0.9517,1.2,0.457,3.0,0.862,True,monoclinic,2/m,15,13.6338,3.3123,0.7435
Sb1 Sm1,2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.88,0.44,0.4,0.2,3.0,1.5,True,cubic,m-3m,225,31.6393,7.1409,1.0
Pt3 Zn1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.63,0.2728,0.0,0.0,2.0,0.866,True,cubic,m-3m,221,15.247,17.7157,1.0
Ca6 O14 Ti4,3,0.0,0.0,0.25,0.5833,0.0,0.0,0.0,0.0,0.0,0.1667,-0.0,2.44,1.1097,1.2,0.5281,2.0,0.986,True,orthorhombic,mm2,36,12.2738,3.6975,0.5402
Bi2 Fe1 Ho6,3,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.6667,0.1111,2.8889,0.79,0.3464,0.35,0.1157,4.0,1.3699,True,hexagonal,-6m2,189,27.5328,9.8065,2.0022
As1 Li1 Zn1,3,0.0,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,-0.0,1.2,0.491,0.3,0.1247,2.0,0.9428,True,cubic,-43m,216,17.807,4.5778,1.0
Co4 Er4 Sn4,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.3333,0.3333,0.72,0.3222,0.4,0.17,4.0,1.6997,True,orthorhombic,mmm,62,20.0055,9.5428,0.6232
B1 Ce1 Pt3,3,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.6,2.4,1.16,0.4497,1.0,0.3162,6.0,1.9596,True,tetragonal,4mm,99,16.494,14.823,0.7631
Al4 H16 Li4,3,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.4638,1.2,0.5217,2.0,0.7638,True,monoclinic,2/m,14,11.4047,0.921,0.6199
Ir8 U8,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,4.5,0.82,0.41,0.4,0.2,3.0,1.5,True,monoclinic,2,4,20.6783,17.2752,0.5283
Ce2 Rh4,2,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.6667,3.0,1.16,0.5468,0.5,0.2357,3.0,1.4142,True,cubic,m-3m,227,18.2242,10.5066,1.0
I4 Na4 O12,3,0.0,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,-1.2,2.51,0.974,1.2,0.506,3.0,1.1662,True,orthorhombic,mmm,62,15.8083,4.1574,0.6968
Pt11 Zr9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9,0.95,0.4726,0.2,0.0995,1.0,0.4975,True,tetragonal,4/m,87,18.8892,13.0411,0.8391
F6 Ir1 K2,3,0.0,0.2222,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.1111,-0.1111,3.16,1.3271,1.7,0.7068,4.0,1.3699,True,trigonal,-3m,164,15.8327,4.4796,1.2435
C4 Ti8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,1.3333,1.01,0.4761,0.7,0.33,2.0,0.9428,True,cubic,m-3m,227,13.4327,4.4398,1.0
B2 C8 Cs2 N8,4,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-2.4,2.25,0.6564,1.95,0.5745,4.0,1.2,True,tetragonal,4/m,88,22.1344,1.8589,0.7872
Nb4 O16 Zn6,3,0.0,0.0,0.0,0.6154,0.0,0.0,0.0,0.0,0.0,0.3846,0.0,1.84,0.8807,0.85,0.3855,3.0,1.2065,True,monoclinic,2/m,15,11.7445,5.5471,0.52
O8 P2 V2,3,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.1667,-1.0,1.81,0.7391,0.75,0.2893,2.0,0.7638,True,orthorhombic,mmm,63,11.3132,3.5695,0.7342
Ce2 K2 Se8,3,0.0,0.1667,0.0,0.6667,0.0,0.1667,0.0,0.0,0.1667,0.0,-0.6667,1.73,0.7498,1.05,0.4247,4.0,1.4907,True,tetragonal,4/mmm,125,28.6747,4.7781,0.7539
Au2 Dy1 In1,3,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.5,3.0,1.32,0.5564,0.4,0.1658,3.0,1.0897,True,cubic,m-3m,225,21.5086,12.9558,1.0
Ni4 Sc4 Sn4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.3333,0.6,0.2718,0.25,0.1027,1.0,0.4714,True,orthorhombic,mmm,62,18.2812,6.7326,0.5798
Na2 O28 Sb4 Sm6 Ti4,5,0.0,0.0455,0.0,0.6364,0.0,0.1364,0.0909,0.0,0.1364,0.0909,-0.7273,2.51,0.9852,1.25,0.5116,6.0,2.0973,True,monoclinic,2/m,13,12.8466,6.0947,0.5768
O12 Re1 Sc6,3,0.0,0.0,0.0,0.6316,0.0,0.0,0.0,0.0,0.0,0.3684,-0.1053,2.08,0.9729,1.0,0.4682,4.0,1.1816,True,trigonal,-3,148,11.6418,4.8641,1.0
H2 O6 P2 Zr1,4,0.0,0.0,0.0,0.5455,0.0,0.0,0.0,0.0,0.0,0.0909,-1.4545,2.11,0.7436,1.3,0.3526,4.0,1.0523,True,trigonal,-3m,164,14.0084,2.7068,0.9441
B4 Co11 Pr3,3,0.0,0.0,0.0,0.0,0.0,0.1667,0.2222,0.0,0.1667,0.6111,2.3889,0.91,0.3024,1.0,0.3106,6.0,1.8725,True,hexagonal,6/mmm,191,12.4452,8.2594,0.5296
H4 Nb4 O12,3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,-0.4,1.84,0.7779,1.2,0.3987,4.0,1.3565,True,triclinic,1,1,11.7937,3.9962,0.9975
B2 Ce3 N4,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.2222,0.0,0.3333,0.0,0.3333,1.92,0.8412,1.2,0.5398,6.0,2.8284,True,orthorhombic,mmm,71,12.8233,7.1653,0.5511
Rh30 Si18 Sm6,3,0.0,0.0,0.0,0.0,0.0,0.1111,0.3333,0.0,0.1111,0.5556,0.6667,1.11,0.35,0.75,0.2187,5.0,1.4907,True,hexagonal,6/m,176,15.4481,8.9474,4.0231
